
item_id,avg_rebuy_cycle,rebuy_cnt
247740066,0.0,1
337601100,0.0,1
240460058,0.0,1
19058642,0.0,1
151555548,0.0,1
213434053,0.0,1
346432107,0.0,2
194381334,0.0,1
191409157,0.0,4
373812930,0.0,1
188136807,0.0,1
180286136,0.0,1
49290863,0.0,4
199643258,0.0,1
398562312,0.0,1
91722680,0.0,1
278629103,0.0,2
138824898,0.0,1
318459880,0.0,4
106926323,0.0,1
21612450,0.0,2
363510106,0.0,1
386266535,0.0,1
345873141,0.0,1
250611747,0.0,1
148516981,0.0,8
275822070,0.0,5
303406854,0.0,2
264610004,0.0,1
18531543,0.0,2
378387730,0.0,1
6590950,0.0,1
165560143,0.0,1
367820950,0.0,3
126394646,0.0,1
88506008,0.0,2
75901582,0.0,1
304848726,0.0,4
326420850,0.0,4
189278993,0.0,1
335554149,0.0,2
62513359,0.0,3
191448028,0.0,1
315797206,0.0,1
385712690,0.0,1
109364757,0.0,1
222000181,0.0,1
165219118,0.0,6
340192670,0.0,1
174610306,0.0,1
187304929,0.0,1
316356613,0.0,1
305728238,0.0,1
168336448,0.0,1
353881659,0.0,2
255707253,0.0,1
87310380,0.0,3
398668170,0.0,1
183723033,0.0,1
101954856,0.0,1
333493703,0.0,1
43189298,0.0,1
208425185,0.0,1
389357692,0.0,1
52540345,0.0,1
13439786,0.0,4
31198496,0.0,1
300539269,0.0,4
215270644,0.0,1
77651932,0.0,9
25591613,0.0,1
176613662,0.0,2
292959639,0.0,1
227220837,0.0,2
265591543,0.0,2
344020271,0.0,1
314912950,0.0,1
233831311,0.0,1
373146026,0.0,1
85285359,0.0,1
184127825,0.0,1
261895293,0.0,1
225820112,0.0,6
344525151,0.0,1
350540456,0.0,2
103163583,0.0,1
166982548,0.0,1
215892670,0.0,1
30748623,0.0,1
114356343,0.0,1
327086732,0.0,1
364429179,0.0,2
111679683,0.0,2
71015506,0.0,1
75126308,0.0,1
231287174,0.0,1
49456830,0.0,1
389627778,0.0,1
194552760,0.0,1
324346392,0.0,1
175308258,0.0,5
59241428,0.0,1
83792841,0.0,1
30116470,0.0,1
357709239,0.0,1
305486081,0.0,2
13340938,0.0,1
114542637,0.0,1
232366054,0.0,1
55761907,0.0,1
191017051,0.0,1
235809241,0.0,2
231355923,0.0,1
313792520,0.0,3
376680978,0.0,1
276347727,0.0,1
86735928,0.0,1
326309935,0.0,1
153032816,0.0,1
48261422,0.0,1
268813113,0.0,1
347431217,0.0,2
76792295,0.0,1
62571705,0.0,1
161149928,0.0,2
208342364,0.0,1
96203729,0.0,1
354205791,0.0,1
348075786,0.0,1
243690427,0.0,1
161671254,0.0,1
288175430,0.0,1
224458270,0.0,1
67723616,0.0,2
9291258,0.0,1
198096776,0.0,1
301565615,0.0,1
68208248,0.0,1
135833405,0.0,2
174991213,0.0,1
271334628,0.0,2
368341163,0.0,1
396495825,0.0,1
69047505,0.0,3
195477670,0.0,1
28538856,0.0,1
389943263,0.0,3
375837567,0.0,2
16675927,0.0,1
158565696,0.0,1
272177583,0.0,1
148249368,0.0,2
186473064,0.0,1
105839675,0.0,2
280248897,0.0,2
379117676,0.0,1
398400332,0.0,1
269310560,0.0,1
600609,0.0,1
15221129,0.0,1
281730669,0.0,1
45930392,0.0,2
115996699,0.0,1
401442162,0.0,1
64497639,0.0,1
128132232,0.0,1
107779544,0.0,1
55767877,0.0,2
13487278,0.0,1
206672452,0.0,1
359465993,0.0,2
239378107,0.0,1
364128817,0.0,1
13134921,0.0,1
4974150,0.0,1
4375234,0.0,1
253874098,0.0,1
31361566,0.0,1
378580091,0.0,2
81402844,0.0,1
216975727,0.0,3
315697544,0.0,5
95393902,0.0,1
153470270,0.0,1
192078836,0.0,1
369074922,0.0,1
252129127,0.0,1
32826242,0.0,1
369637199,0.0,1
32042415,0.0,1
75902015,0.0,1
115455040,0.0,1
331922949,0.0,5
176913064,0.0,2
403871276,0.0,2
375634435,0.0,1
148909125,0.0,1
340550253,0.0,1
309803105,0.0,1
31969733,0.0,1
154784116,0.0,1
375816661,0.0,1
41556258,0.0,5
394554590,0.0,1
369621419,0.0,2
278906195,0.0,4
62258155,0.0,1
355371683,0.0,5
387072577,0.0,3
387048294,0.0,1
70118680,0.0,2
178660335,0.0,1
114546989,0.0,1
204257093,0.0,1
279418440,0.0,1
341340083,0.0,1
337568428,0.0,1
151655435,0.0,1
186443762,0.0,2
301027481,0.0,1
353277745,0.0,4
273240585,0.0,2
273338841,0.0,1
83765703,0.0,1
137612345,0.0,1
283530425,0.0,2
16119369,0.0,3
35126621,0.0,1
63281470,0.0,5
57651346,0.0,3
344723629,0.0,1
55171993,0.0,1
93090708,0.0,1
47475022,0.0,1
235087835,0.0,1
342951250,0.0,2
216492382,0.0,1
295448727,0.0,1
12553148,0.0,2
382513156,0.0,1
97338160,0.0,1
226186145,0.0,1
349324042,0.0,1
119478325,0.0,3
223650661,0.0,6
2300501,0.0,1
94770062,0.0,2
361346418,0.0,1
223401893,0.0,1
251580655,0.0,2
264819814,0.0,1
388366585,0.0,1
223043589,0.0,2
141219834,0.0,2
397513398,0.0,1
139113492,0.0,2
195672639,0.0,2
250961529,0.0,1
157685086,0.0,1
192204361,0.0,3
300500871,0.0,1
120999846,0.0,1
303855573,0.0,6
390637640,0.0,2
221887716,0.0,1
300032141,0.0,1
14796350,0.0,1
6620205,0.0,2
108010877,0.0,2
329591234,0.0,2
136700205,0.0,1
152585393,0.0,3
327838154,0.0,1
334387385,0.0,1
51756736,0.0,1
246856074,0.0,1
372613319,0.0,1
158623253,0.0,1
112721764,0.0,1
95161981,0.0,1
199410204,0.0,1
187772155,0.0,1
332027427,0.0,1
380088318,0.0,1
197442604,0.0,1
60948689,0.0,3
218663045,0.0,3
268236094,0.0,1
392116919,0.0,2
225002976,0.0,1
57167046,0.0,1
172410965,0.0,3
83661684,0.0,1
103172325,0.0,1
200986247,0.0,4
86258061,0.0,1
101985395,0.0,1
258329144,0.0,1
396306336,0.0,1
258063271,0.0,1
186305517,0.0,3
223476327,0.0,1
337654701,0.0,1
251516927,0.0,1
77269186,0.0,1
214243683,0.0,1
325628379,0.0,1
94024520,0.0,1
389980922,0.0,1
84385809,0.0,1
145944849,0.0,1
369230854,0.0,1
170244713,0.0,2
317529094,0.0,3
368827440,0.0,1
272069123,0.0,1
196648934,0.0,1
381989883,0.0,1
46569626,0.0,1
21665802,0.0,4
220759875,0.0,1
370827657,0.0,1
183979387,0.0,3
317647233,0.0,2
196008922,0.0,1
8109109,0.0,1
283768302,0.0,1
119205343,0.0,1
402994362,0.0,1
151731640,0.0,1
181812703,0.0,1
238373459,0.0,1
272240825,0.0,1
174352132,0.0,2
327797187,0.0,6
27881558,0.0,1
397651473,0.0,1
223190700,0.0,2
380714843,0.0,1
200630531,0.0,16
43307783,0.0,1
361681874,0.0,6
404392912,0.0,2
296944204,0.0,2
363710908,0.0,1
355520307,0.0,1
272357531,0.0,2
14221449,0.0,1
322289723,0.0,1
252172029,0.0,1
315772625,0.0,1
30571028,0.0,2
298409081,0.0,1
142889625,0.0,1
356132346,0.0,1
270008666,0.0,3
264074328,0.0,2
367113867,0.0,1
240980648,0.0,1
85977879,0.0,1
229016823,0.0,1
373004404,0.0,2
172970906,0.0,3
71801003,0.0,1
54219189,0.0,1
387936203,0.0,1
171978679,0.0,1
329224986,0.0,1
70973313,0.0,1
150138712,0.0,1
399364979,0.0,3
255111903,0.0,5
15959953,0.0,2
387139225,0.0,1
309121493,0.0,2
12268373,0.0,1
276720574,0.0,1
62422770,0.0,1
310350993,0.0,2
151133221,0.0,1
371650462,0.0,1
66540792,0.0,1
394089368,0.0,1
24628312,0.0,1
49750448,0.0,2
25632555,0.0,1
302843498,0.0,2
184940100,0.0,1
319636553,0.0,1
100905451,0.0,1
390462830,0.0,1
61885519,0.0,2
394436671,0.0,2
393473272,0.0,1
279186857,0.0,3
216785972,0.0,1
372939530,0.0,1
25932540,0.0,5
188565187,0.0,1
98256914,0.0,1
122715511,0.0,1
96994675,0.0,1
106779453,0.0,1
199509377,0.0,1
333447153,0.0,1
141443962,0.0,1
158060127,0.0,1
294238495,0.0,3
20326157,0.0,5
73700226,0.0,1
281169752,0.0,1
55742340,0.0,1
338530403,0.0,5
160902003,0.0,1
169497765,0.0,1
371015499,0.0,3
161982981,0.0,1
59643439,0.0,1
285482734,0.0,2
50569904,0.0,1
319733744,0.0,3
202857743,0.0,2
328770609,0.0,1
73162012,0.0,1
271862392,0.0,3
304263937,0.0,1
15737672,0.0,1
53756755,0.0,1
289642648,0.0,2
189486112,0.0,3
345383901,0.0,2
262223787,0.0,1
337586610,0.0,7
133831450,0.0,2
186384784,0.0,2
322085738,0.0,1
116798845,0.0,3
330508752,0.0,1
333702557,0.0,1
226982557,0.0,1
326198546,0.0,1
173981059,0.0,4
121975038,0.0,4
18709855,0.0,5
298944822,0.0,1
61383312,0.0,1
85038131,0.0,1
128910470,0.0,1
303534999,0.0,1
62439985,0.0,1
38571344,0.0,1
386932508,0.0,2
321980720,0.0,4
261881178,0.0,3
190637401,0.0,1
195176836,0.0,1
4550524,0.0,1
359318013,0.0,1
176630400,0.0,1
34931005,0.0,1
197596573,0.0,1
402546193,0.0,2
397721459,0.0,2
71119358,0.0,2
363913895,0.0,7
206621363,0.0,1
315415227,0.0,1
320260115,0.0,1
342617583,0.0,5
23717753,0.0,1
326001980,0.0,1
295162171,0.0,9
3513629,0.0,1
54662739,0.0,2
108276123,0.0,1
151223032,0.0,4
154301205,0.0,1
220472397,0.0,1
260161542,0.0,1
280266999,0.0,1
309505947,0.0,1
346469772,0.0,1
386656997,0.0,3
83568482,0.0,1
34659143,0.0,2
348511282,0.0,1
394371869,0.0,1
125550205,0.0,1
211056997,0.0,1
316761576,0.0,1
91045444,0.0,1
191039625,0.0,1
122165458,0.0,2
88943405,0.0,2
103271920,0.0,1
160531549,0.0,1
236806602,0.0,2
66365423,0.0,1
240558601,0.0,1
160653931,0.0,2
343811746,0.0,2
28822001,0.0,3
186559031,0.0,1
72188559,0.0,2
23890786,0.0,1
70138952,0.0,2
269238789,0.0,2
140470962,0.0,6
394233282,0.0,1
180509139,0.0,2
64636183,0.0,3
374902234,0.0,1
178718720,0.0,1
183344603,0.0,1
119117482,0.0,6
40307072,0.0,1
190403858,0.0,2
397039603,0.0,1
64577165,0.0,1
89314566,0.0,1
348973125,0.0,1
390020182,0.0,1
121850655,0.0,4
364169504,0.0,1
175168607,0.0,1
335124104,0.0,2
199476945,0.0,1
324153383,0.0,2
208570042,0.0,1
225738387,0.0,1
163396491,0.0,2
112621730,0.0,1
299411554,0.0,1
366065031,0.0,1
290615707,0.0,1
262708535,0.0,1
237940704,0.0,1
220344448,0.0,6
383849869,0.0,1
398070482,0.0,4
128666272,0.0,1
189542175,0.0,1
240723439,0.0,1
128849355,0.0,1
94470169,0.0,1
318846561,0.0,3
279336604,0.0,6
270775804,0.0,1
5283206,0.0,1
86858510,0.0,1
386589396,0.0,2
170834423,0.0,2
6463816,0.0,1
110297148,0.0,2
38390314,0.0,1
138930077,0.0,1
72701800,0.0,2
94192342,0.0,1
43655706,0.0,1
86278968,0.0,1
122221378,0.0,5
346435714,0.0,1
59717315,0.0,2
275113377,0.0,1
174015050,0.0,1
255528606,0.0,1
150508076,0.0,1
80450532,0.0,1
250846439,0.0,5
86547462,0.0,2
45686168,0.0,1
91824145,0.0,1
52978707,0.0,1
120077981,0.0,1
335149659,0.0,1
296130361,0.0,1
3116906,0.0,7
128120281,0.0,2
241785731,0.0,1
133727450,0.0,1
115663978,0.0,1
130490543,0.0,1
244759128,0.0,1
282490891,0.0,1
149233510,0.0,1
146349842,0.0,1
36227651,0.0,3
359833548,0.0,1
132181675,0.0,2
238004082,0.0,7
327191771,0.0,1
176579074,0.0,1
258990851,0.0,1
139284921,0.0,1
345297310,0.0,4
3683448,0.0,3
75158000,0.0,1
160895243,0.0,1
151480878,0.0,2
324559880,0.0,1
181895032,0.0,1
341376875,0.0,1
27186617,0.0,1
61695171,0.0,1
361558625,0.0,1
399369370,0.0,1
374249203,0.0,2
172973218,0.0,1
297429781,0.0,1
300456,0.0,1
176054433,0.0,1
273429227,0.0,3
261959241,0.0,2
280077437,0.0,1
119092807,0.0,4
299112024,0.0,1
294188787,0.0,2
176368887,0.0,1
233358241,0.0,1
336452943,0.0,1
338580317,0.0,1
179934400,0.0,2
342434279,0.0,2
5853725,0.0,2
86777276,0.0,1
380316486,0.0,1
245263268,0.0,1
70690090,0.0,1
136986216,0.0,1
260009227,0.0,1
71730480,0.0,2
298806672,0.0,1
347943745,0.0,1
156682093,0.0,1
126852624,0.0,1
236236780,0.0,1
160416995,0.0,1
239128154,0.0,1
334311221,0.0,1
314164987,0.0,1
288267006,0.0,1
57339212,0.0,1
264836800,0.0,7
373329666,0.0,1
189270950,0.0,1
344861602,0.0,1
150317581,0.0,1
284812980,0.0,2
134594459,0.0,2
240432287,0.0,1
64534801,0.0,1
140321143,0.0,1
216097033,0.0,1
391679687,0.0,3
381493201,0.0,1
41809741,0.0,3
84439919,0.0,1
241824288,0.0,1
133375610,0.0,1
86685273,0.0,1
356443195,0.0,1
265058829,0.0,2
269562042,0.0,1
364810033,0.0,4
14536352,0.0,1
100988493,0.0,2
138063843,0.0,1
399587284,0.0,1
290503438,0.0,7
43730594,0.0,5
193788105,0.0,1
293658760,0.0,1
390520770,0.0,1
322957624,0.0,2
95853299,0.0,1
126973581,0.0,1
343993464,0.0,1
57368377,0.0,1
106453428,0.0,1
300555492,0.0,4
314403501,0.0,1
316882679,0.0,1
316897796,0.0,1
392203086,0.0,1
276206614,0.0,1
60600406,0.0,1
79472104,0.0,1
220827758,0.0,1
187721147,0.0,3
67132201,0.0,3
292190532,0.0,1
130597399,0.0,1
347008189,0.0,1
354675377,0.0,1
58019062,0.0,1
131530051,0.0,1
241637415,0.0,1
115603254,0.0,1
252927123,0.0,1
55185967,0.0,1
241846677,0.0,6
348646446,0.0,2
70766921,0.0,4
276670328,0.0,12
289632735,0.0,2
81824949,0.0,1
143802187,0.0,1
89830410,0.0,1
159490798,0.0,1
110530804,0.0,4
271088352,0.0,1
359989512,0.0,2
137248768,0.0,1
195182371,0.0,1
268656539,0.0,11
144730488,0.0,2
868409,0.0,5
135024091,0.0,2
131613826,0.0,1
80171003,0.0,1
85506241,0.0,1
325296683,0.0,1
165101425,0.0,2
238028747,0.0,2
5421505,0.0,2
221268251,0.0,1
237566587,0.0,1
38848647,0.0,1
293655014,0.0,1
240164794,0.0,1
346823458,0.0,1
202169764,0.0,1
362043656,0.0,1
244006919,0.0,2
375587792,0.0,8
330833238,0.0,1
235404532,0.0,1
275013562,0.0,1
42579583,0.0,1
378622026,0.0,3
149391600,0.0,1
291630054,0.0,1
279029876,0.0,3
365268663,0.0,2
126942475,0.0,1
60279188,0.0,2
177468229,0.0,2
207978319,0.0,2
118146105,0.0,1
16142660,0.0,1
18726051,0.0,1
49936026,0.0,1
62516653,0.0,4
198248650,0.0,1
172418263,0.0,3
164832795,0.0,5
205323348,0.0,1
261471963,0.0,1
276999935,0.0,1
79788794,0.0,2
354445322,0.0,7
400294185,0.0,1
387214762,0.0,1
350271503,0.0,1
342393899,0.0,1
171432412,0.0,1
173492398,0.0,7
222193618,0.0,1
370780964,0.0,3
200345188,0.0,5
166185674,0.0,1
140660109,0.0,1
91018634,0.0,1
14160802,0.0,1
188009454,0.0,1
323465930,0.0,1
53730806,0.0,1
297283968,0.0,1
396479143,0.0,1
373611678,0.0,1
328239667,0.0,1
263123943,0.0,1
196693626,0.0,1
60578320,0.0,1
220956756,0.0,1
245860599,0.0,2
366967134,0.0,2
80965426,0.0,1
65479855,0.0,2
367872114,0.0,1
113547979,0.0,1
266793341,0.0,1
61532689,0.0,1
125141983,0.0,1
220538191,0.0,1
301530370,0.0,1
278146708,0.0,1
239530567,0.0,1
199288154,0.0,1
225774922,0.0,2
71282778,0.0,1
118319278,0.0,3
164809949,0.0,1
166528568,0.0,2
195932844,0.0,1
182857930,0.0,2
141252660,0.0,1
17328886,0.0,1
231293589,0.0,2
336774416,0.0,2
160824592,0.0,1
98442019,0.0,1
379935660,0.0,1
256143829,0.0,1
211210581,0.0,3
330253501,0.0,1
158285848,0.0,1
238558221,0.0,1
358084513,0.0,2
230230797,0.0,1
120324196,0.0,3
20243859,0.0,4
334271564,0.0,3
206649802,0.0,1
299454065,0.0,1
330334013,0.0,2
109292403,0.0,2
324133951,0.0,1
399476214,0.0,1
369660653,0.0,1
156077786,0.0,1
238800779,0.0,1
162488759,0.0,1
7549787,0.0,1
7038593,0.0,1
356961100,0.0,1
296126861,0.0,1
24385119,0.0,1
327112945,0.0,1
112270575,0.0,2
161142525,0.0,1
386349926,0.0,5
62183372,0.0,1
386771273,0.0,1
382818375,0.0,1
224051456,0.0,1
392298276,0.0,1
89083813,0.0,2
365167470,0.0,1
4302993,0.0,2
35360440,0.0,5
32007080,0.0,1
23225785,0.0,1
176320602,0.0,1
325595195,0.0,2
316846979,0.0,1
110971345,0.0,1
395929668,0.0,1
342359454,0.0,1
105482285,0.0,2
359208026,0.0,1
402309714,0.0,1
75361742,0.0,2
29481760,0.0,1
228902824,0.0,1
88534042,0.0,1
206630144,0.0,2
217604604,0.0,1
280356531,0.0,1
300719705,0.0,1
14950018,0.0,1
79606381,0.0,1
117272908,0.0,3
224422844,0.0,3
146623335,0.0,1
362321703,0.0,1
68720963,0.0,1
286330362,0.0,1
236497837,0.0,1
237815189,0.0,1
119672001,0.0,2
251325131,0.0,1
273508756,0.0,2
304553516,0.0,1
203256874,0.0,1
285834927,0.0,1
316340569,0.0,3
401801607,0.0,1
316570788,0.0,1
359292179,0.0,4
13905903,0.0,1
259995,0.0,7
112948377,0.0,1
245568756,0.0,1
169413780,0.0,2
328087389,0.0,2
392107577,0.0,1
226494163,0.0,1
36459121,0.0,2
66174267,0.0,2
177231180,0.0,1
194280944,0.0,1
121197005,0.0,2
304930825,0.0,1
192055831,0.0,1
232549544,0.0,1
371215292,0.0,5
117192300,0.0,1
11380506,0.0,1
112433526,0.0,1
157332501,0.0,1
167462232,0.0,3
274515907,0.0,1
295019537,0.0,4
402919430,0.0,2
159285257,0.0,1
180798804,0.0,1
15374199,0.0,1
205777394,0.0,1
27029794,0.0,1
144504580,0.0,1
28716518,0.0,1
225525522,0.0,1
14479102,0.0,3
57807484,0.0,1
262010057,0.0,2
383355734,0.0,1
381273902,0.0,1
145615610,0.0,2
167382982,0.0,1
85077751,0.0,1
379747509,0.0,1
330514169,0.0,1
37677939,0.0,1
382050471,0.0,3
111047566,0.0,1
25174950,0.0,3
92226876,0.0,1
164916158,0.0,1
358953759,0.0,1
314327164,0.0,4
391919327,0.0,1
22084450,0.0,2
325212662,0.0,1
283432263,0.0,2
339491537,0.0,2
68053112,0.0,2
208938257,0.0,1
70694859,0.0,1
268712079,0.0,1
364948206,0.0,3
176455997,0.0,1
315375424,0.0,2
238840665,0.0,1
55205066,0.0,2
251950565,0.0,1
130509905,0.0,1
189898446,0.0,4
355822479,0.0,1
276606800,0.0,1
312140640,0.0,1
386350096,0.0,1
136327562,0.0,1
77978569,0.0,1
331983599,0.0,2
325911945,0.0,1
220801172,0.0,3
227755786,0.0,1
7398821,0.0,1
284495020,0.0,3
360406506,0.0,2
305999680,0.0,1
126095357,0.0,1
279533509,0.0,1
157838482,0.0,1
342847468,0.0,3
266365698,0.0,1
1259054,0.0,1
126055762,0.0,2
64493854,0.0,1
119244560,0.0,1
200126260,0.0,1
111976405,0.0,1
219122079,0.0,1
135690538,0.0,2
365089310,0.0,1
18709827,0.0,1
211408536,0.0,1
403712664,0.0,1
120723722,0.0,1
173344610,0.0,3
152047452,0.0,3
290800033,0.0,1
148352510,0.0,1
198874807,0.0,2
229392782,0.0,1
78399753,0.0,1
384282111,0.0,1
205182264,0.0,1
202639073,0.0,3
199958515,0.0,3
195177868,0.0,2
8596546,0.0,1
393202720,0.0,1
45680966,0.0,1
312721452,0.0,1
86520490,0.0,1
232828838,0.0,1
318990551,0.0,3
174175534,0.0,3
386918237,0.0,10
138906089,0.0,2
346616518,0.0,1
212474926,0.0,1
382300156,0.0,1
16206853,0.0,1
39494444,0.0,1
345301951,0.0,2
93955054,0.0,1
1249314,0.0,1
367130085,0.0,1
88045779,0.0,1
48530385,0.0,1
48633803,0.0,1
283929321,0.0,2
279468858,0.0,1
349847521,0.0,4
17880715,0.0,1
392325521,0.0,2
30692722,0.0,1
24688305,0.0,1
99180640,0.0,2
368712004,0.0,1
94180929,0.0,2
337658480,0.0,2
219651083,0.0,1
74696558,0.0,1
66640398,0.0,1
173037413,0.0,1
148897345,0.0,1
29386166,0.0,1
200172766,0.0,2
99502027,0.0,2
231190422,0.0,1
104442580,0.0,1
384856643,0.0,1
326621674,0.0,2
83066671,0.0,1
138752468,0.0,2
49268166,0.0,3
292243173,0.0,5
181188433,0.0,1
273641573,0.0,2
293648739,0.0,1
27605485,0.0,1
38125202,0.0,2
116321438,0.0,1
218416313,0.0,1
237294341,0.0,2
132807007,0.0,1
271952884,0.0,1
288920918,0.0,2
351799832,0.0,1
244391803,0.0,2
203882348,0.0,1
1013122,0.0,1
12409843,0.0,1
287032468,0.0,1
53394428,0.0,1
133582810,0.0,1
206015662,0.0,3
350776755,0.0,1
42245816,0.0,3
16530892,0.0,1
251391768,0.0,1
194245476,0.0,3
35970462,0.0,2
170947374,0.0,1
22488976,0.0,1
238130190,0.0,1
283276548,0.0,1
52715712,0.0,1
294860985,0.0,1
284575658,0.0,5
403797653,0.0,2
123260346,0.0,1
89198021,0.0,1
69908253,0.0,7
343720090,0.0,1
224861726,0.0,3
22766286,0.0,2
92198,0.0,1
297365804,0.0,1
18236005,0.0,1
36851513,0.0,2
194943691,0.0,1
125131611,0.0,1
399537289,0.0,5
96856647,0.0,1
164148096,0.0,1
304000718,0.0,2
54653451,0.0,1
15550116,0.0,1
370741613,0.0,1
214797805,0.0,1
29916677,0.0,1
152334515,0.0,1
263169293,0.0,1
188720267,0.0,1
396406332,0.0,1
258525441,0.0,2
266040658,0.0,1
274031759,0.0,3
64587749,0.0,1
284135933,0.0,1
367600540,0.0,1
360780335,0.0,1
346131550,0.0,2
394902293,0.0,1
356555634,0.0,1
359929197,0.0,1
116411161,0.0,1
66860364,0.0,1
388438681,0.0,1
171475869,0.0,1
51085340,0.0,1
308848379,0.0,2
340009347,0.0,1
372808808,0.0,1
243747925,0.0,1
162960798,0.0,1
174082855,0.0,1
24846880,0.0,1
153298179,0.0,1
126106697,0.0,1
77979301,0.0,1
4178159,0.0,3
167120460,0.0,1
404078817,0.0,1
254228319,0.0,13
5176737,0.0,3
133627621,0.0,2
160721761,0.0,1
73196484,0.0,1
280372316,0.0,1
403765451,0.0,4
15993429,0.0,1
259962476,0.0,1
90829866,0.0,1
159286313,0.0,1
223101925,0.0,1
184731658,0.0,1
271880426,0.0,1
337694637,0.0,3
148285270,0.0,1
367201373,0.0,1
367854759,0.0,3
356063094,0.0,1
132159773,0.0,1
160899508,0.0,1
93780682,0.0,2
288536300,0.0,2
